NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CONSTITUTIVE SIGNALING BY LIGAND-RESPONSIVE EGFR CANCER VARIANTS%REACTOME DATABASE ID RELEASE 81%1236382	CONSTITUTIVE SIGNALING BY LIGAND-RESPONSIVE EGFR CANCER VARIANTS%REACTOME DATABASE ID RELEASE 81%1236382		16	-0.65179265	-1.5495617	0.037914693	0.070940435	1.0	975	tags=25%, list=12%, signal=28%	
MRNA CAPPING%REACTOME%R-HSA-72086.5	MRNA CAPPING%REACTOME%R-HSA-72086.5		25	-0.594804	-1.5491934	0.019851116	0.070973605	1.0	2769	tags=64%, list=34%, signal=96%	
RNA POLYMERASE I TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 81%73863	RNA POLYMERASE I TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 81%73863		20	-0.6376527	-1.5477184	0.021951219	0.07167078	1.0	1391	tags=45%, list=17%, signal=54%	
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20240310%WP5114%HOMO SAPIENS	NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20240310%WP5114%HOMO SAPIENS		37	-0.53636813	-1.5470243	0.021798365	0.07190105	1.0	2555	tags=54%, list=31%, signal=78%	
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM%GOBP%GO:0141060	DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM%GOBP%GO:0141060		18	-0.6539145	-1.5469726	0.020930232	0.0717148	1.0	601	tags=33%, list=7%, signal=36%	
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME%R-HSA-6804760.3	REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME%R-HSA-6804760.3		19	-0.63429344	-1.5444347	0.02173913	0.07322712	1.0	439	tags=26%, list=5%, signal=28%	
SIGNALING BY NOTCH2%REACTOME%R-HSA-1980145.4	SIGNALING BY NOTCH2%REACTOME%R-HSA-1980145.4		19	-0.63701177	-1.5436919	0.041262135	0.073505946	1.0	543	tags=32%, list=7%, signal=34%	
RNA MODIFICATION%GOBP%GO:0009451	RNA MODIFICATION%GOBP%GO:0009451		105	-0.44361606	-1.5403007	0.0	0.07543245	1.0	1826	tags=42%, list=22%, signal=53%	
EUKARYOTIC TRANSCRIPTION INITIATION%WIKIPATHWAYS_20240310%WP405%HOMO SAPIENS	EUKARYOTIC TRANSCRIPTION INITIATION%WIKIPATHWAYS_20240310%WP405%HOMO SAPIENS		23	-0.6122319	-1.5385765	0.04028436	0.076301545	1.0	1376	tags=39%, list=17%, signal=47%	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888		27	-0.579367	-1.538222	0.028795812	0.076329395	1.0	1393	tags=44%, list=17%, signal=53%	
TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 81%6782315	TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 81%6782315		25	-0.5878712	-1.5381572	0.022167487	0.076167226	1.0	2862	tags=72%, list=35%, signal=110%	
SNRNA METABOLIC PROCESS%GOBP%GO:0016073	SNRNA METABOLIC PROCESS%GOBP%GO:0016073		39	-0.5410692	-1.5376034	0.02688172	0.076345965	1.0	1596	tags=38%, list=19%, signal=48%	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 81%5693567	HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 81%5693567		61	-0.4849548	-1.5370725	0.0030395137	0.076526314	1.0	1651	tags=31%, list=20%, signal=39%	
REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 81%5218859	REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 81%5218859		44	-0.51378566	-1.5344759	0.028409092	0.07812247	1.0	1330	tags=30%, list=16%, signal=35%	
RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME DATABASE ID RELEASE 81%73933	RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME DATABASE ID RELEASE 81%73933		27	-0.5782333	-1.5324986	0.022038568	0.07922354	1.0	2418	tags=56%, list=30%, signal=79%	
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.4	PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.4		45	-0.5143536	-1.5317341	0.008720931	0.07956566	1.0	1111	tags=27%, list=14%, signal=31%	
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631		30	-0.5712357	-1.5317235	0.028328612	0.07934414	1.0	982	tags=37%, list=12%, signal=42%	
PROTEIN FOLDING%GOBP%GO:0006457	PROTEIN FOLDING%GOBP%GO:0006457		112	-0.43538034	-1.5315727	0.0	0.0792573	1.0	1830	tags=43%, list=22%, signal=54%	
SIGNALING BY EGFR IN CANCER%REACTOME%R-HSA-1643713.3	SIGNALING BY EGFR IN CANCER%REACTOME%R-HSA-1643713.3		16	-0.65179265	-1.5312173	0.024886878	0.07928652	1.0	975	tags=25%, list=12%, signal=28%	
REPLICATION FORK PROCESSING%GOBP%GO:0031297	REPLICATION FORK PROCESSING%GOBP%GO:0031297		27	-0.5744222	-1.530512	0.026041666	0.07952829	1.0	2618	tags=63%, list=32%, signal=92%	
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69206	G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69206		97	-0.4439027	-1.526898	0.0	0.08191865	1.0	1457	tags=36%, list=18%, signal=43%	
MISMATCH REPAIR%GOBP%GO:0006298	MISMATCH REPAIR%GOBP%GO:0006298		21	-0.60430306	-1.5236906	0.032828283	0.08391285	1.0	2661	tags=62%, list=32%, signal=91%	
NEGATIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051784	NEGATIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051784		20	-0.6135175	-1.5226359	0.025445292	0.08442705	1.0	1305	tags=25%, list=16%, signal=30%	
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 81%5693538	HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 81%5693538		65	-0.47421145	-1.522435	0.008720931	0.08432427	1.0	2418	tags=43%, list=30%, signal=61%	
S PHASE%REACTOME DATABASE ID RELEASE 81%69242	S PHASE%REACTOME DATABASE ID RELEASE 81%69242		124	-0.4328796	-1.5174665	0.0	0.08765465	1.0	1457	tags=35%, list=18%, signal=42%	
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711	POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711		29	-0.55899584	-1.5152587	0.02770083	0.08912367	1.0	1702	tags=34%, list=21%, signal=43%	
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 81%69275	G2 M TRANSITION%REACTOME DATABASE ID RELEASE 81%69275		142	-0.4189099	-1.5149148	0.0	0.08916676	1.0	1429	tags=30%, list=17%, signal=36%	
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111	REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111		17	-0.6407617	-1.5134968	0.03803132	0.09022305	1.0	1993	tags=53%, list=24%, signal=70%	
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0045943	POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0045943		23	-0.590838	-1.5123916	0.038554218	0.090867296	1.0	1919	tags=43%, list=23%, signal=57%	
SIGNALING BY LIGAND-RESPONSIVE EGFR VARIANTS IN CANCER%REACTOME DATABASE ID RELEASE 81%5637815	SIGNALING BY LIGAND-RESPONSIVE EGFR VARIANTS IN CANCER%REACTOME DATABASE ID RELEASE 81%5637815		16	-0.65179265	-1.5099565	0.039906103	0.092602216	1.0	975	tags=25%, list=12%, signal=28%	
ATF4 ACTIVATES GENES IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%REACTOME DATABASE ID RELEASE 81%380994	ATF4 ACTIVATES GENES IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%REACTOME DATABASE ID RELEASE 81%380994		18	-0.61852705	-1.5094441	0.05399061	0.09273481	1.0	1815	tags=56%, list=22%, signal=71%	
MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.5	MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.5		17	-0.6468468	-1.5090363	0.037220843	0.09281451	1.0	1572	tags=41%, list=19%, signal=51%	
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289	NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289		38	-0.5264268	-1.5087225	0.028653296	0.09280479	1.0	2017	tags=39%, list=25%, signal=52%	
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME DATABASE ID RELEASE 81%159227	TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME DATABASE ID RELEASE 81%159227		29	-0.5533712	-1.5083656	0.028947368	0.09283918	1.0	2769	tags=66%, list=34%, signal=99%	
DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005		32	-0.55016273	-1.5075976	0.02116402	0.09321974	1.0	2618	tags=53%, list=32%, signal=78%	
PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806	PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806		31	-0.55391306	-1.5052222	0.020512821	0.094980896	1.0	951	tags=35%, list=12%, signal=40%	
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613	COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613		16	-0.6456474	-1.5044222	0.04608295	0.09535672	1.0	1002	tags=38%, list=12%, signal=43%	
INNER MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007007	INNER MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007007		26	-0.5724205	-1.5022417	0.030303031	0.096873105	1.0	2243	tags=54%, list=27%, signal=74%	
CARGO CONCENTRATION IN THE ER%REACTOME DATABASE ID RELEASE 81%5694530	CARGO CONCENTRATION IN THE ER%REACTOME DATABASE ID RELEASE 81%5694530		23	-0.5765458	-1.4958484	0.048543688	0.101850614	1.0	1584	tags=39%, list=19%, signal=48%	
NUCLEAR EVENTS MEDIATED BY NFE2L2%REACTOME DATABASE ID RELEASE 81%9759194	NUCLEAR EVENTS MEDIATED BY NFE2L2%REACTOME DATABASE ID RELEASE 81%9759194		75	-0.45180798	-1.4948463	0.015923567	0.102374814	1.0	1422	tags=37%, list=17%, signal=45%	
SPLICEOSOMAL COMPLEX ASSEMBLY%GOBP%GO:0000245	SPLICEOSOMAL COMPLEX ASSEMBLY%GOBP%GO:0000245		58	-0.4879976	-1.4939262	0.0066225166	0.102891386	1.0	725	tags=34%, list=9%, signal=38%	
TRNA METHYLATION%GOBP%GO:0030488	TRNA METHYLATION%GOBP%GO:0030488		21	-0.5906364	-1.492917	0.045212764	0.10341134	1.0	2368	tags=57%, list=29%, signal=80%	
E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 81%8866654	E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 81%8866654		36	-0.52629924	-1.492061	0.018229166	0.10383764	1.0	771	tags=28%, list=9%, signal=31%	
DNA DOUBLE STRAND BREAK RESPONSE%REACTOME%R-HSA-5693606.4	DNA DOUBLE STRAND BREAK RESPONSE%REACTOME%R-HSA-5693606.4		35	-0.5281771	-1.4918702	0.028328612	0.10372686	1.0	849	tags=29%, list=10%, signal=32%	
AMINO ACIDS REGULATE MTORC1%REACTOME%R-HSA-9639288.3	AMINO ACIDS REGULATE MTORC1%REACTOME%R-HSA-9639288.3		38	-0.5243962	-1.4897363	0.0265252	0.10528119	1.0	2273	tags=47%, list=28%, signal=65%	
PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME%R-HSA-5651801.3	PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME%R-HSA-5651801.3		17	-0.6152074	-1.4890791	0.03263403	0.10557792	1.0	2386	tags=65%, list=29%, signal=91%	
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		23	-0.5891098	-1.4865363	0.042105265	0.10746563	1.0	1204	tags=39%, list=15%, signal=46%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002		41	-0.5019556	-1.4842284	0.022408964	0.10914738	1.0	1106	tags=37%, list=14%, signal=42%	
REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033047	REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033047		31	-0.5364824	-1.484211	0.04255319	0.10888383	1.0	1193	tags=23%, list=15%, signal=26%	
NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839	NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839		19	-0.613537	-1.483565	0.043373495	0.10919639	1.0	1305	tags=26%, list=16%, signal=31%	
NS1 MEDIATED EFFECTS ON HOST PATHWAYS%REACTOME%R-HSA-168276.7	NS1 MEDIATED EFFECTS ON HOST PATHWAYS%REACTOME%R-HSA-168276.7		32	-0.54782933	-1.4814333	0.032432433	0.11069471	1.0	2645	tags=59%, list=32%, signal=87%	
SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20240310%WP15%HOMO SAPIENS	SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20240310%WP15%HOMO SAPIENS		30	-0.5438379	-1.4807981	0.024691358	0.11098011	1.0	859	tags=23%, list=10%, signal=26%	
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 81%6783310	FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 81%6783310		23	-0.5813517	-1.4798644	0.057142857	0.11155037	1.0	1457	tags=35%, list=18%, signal=42%	
ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720	ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720		33	-0.5336723	-1.479686	0.042613637	0.11144238	1.0	2537	tags=61%, list=31%, signal=87%	
RETINOL METABOLISM%SMPDB%SMP0000074	RETINOL METABOLISM%SMPDB%SMP0000074		15	-0.6398189	-1.477253	0.0472973	0.11328843	1.0	923	tags=33%, list=11%, signal=37%	
B CELL ACTIVATION%REACTOME%R-HSA-983705.3	B CELL ACTIVATION%REACTOME%R-HSA-983705.3		100	-0.4261663	-1.4760432	0.004	0.11406806	1.0	1034	tags=29%, list=13%, signal=33%	
HYDROGEN PEROXIDE METABOLIC PROCESS%GOBP%GO:0042743	HYDROGEN PEROXIDE METABOLIC PROCESS%GOBP%GO:0042743		22	-0.58856785	-1.4757093	0.043269232	0.114079796	1.0	1181	tags=32%, list=14%, signal=37%	
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.4	RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.4		18	-0.60115284	-1.4733227	0.036363635	0.11587105	1.0	2502	tags=50%, list=31%, signal=72%	
NORC NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 81%427413	NORC NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 81%427413		35	-0.5206402	-1.4726403	0.023498695	0.116166934	1.0	1391	tags=37%, list=17%, signal=45%	
HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2		34	-0.5277733	-1.4725622	0.02917772	0.115938	1.0	2622	tags=62%, list=32%, signal=90%	
REGULATION OF PROTEIN NEDDYLATION%GOBP%GO:2000434	REGULATION OF PROTEIN NEDDYLATION%GOBP%GO:2000434		16	-0.6384489	-1.4714892	0.03644647	0.116712116	1.0	1470	tags=38%, list=18%, signal=46%	
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%R-HSA-168271.5	TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%R-HSA-168271.5		26	-0.5585532	-1.4707885	0.050970875	0.11707754	1.0	2645	tags=65%, list=32%, signal=96%	
VITAMIN A DEFICIENCY%SMPDB%SMP0000336	VITAMIN A DEFICIENCY%SMPDB%SMP0000336		15	-0.6398189	-1.4684068	0.047404062	0.118927784	1.0	923	tags=33%, list=11%, signal=37%	
RIPK1-MEDIATED REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 81%5213460	RIPK1-MEDIATED REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 81%5213460		25	-0.56154436	-1.4662112	0.056737587	0.12068965	1.0	439	tags=24%, list=5%, signal=25%	
REGULATION OF NECROPTOTIC CELL DEATH%REACTOME DATABASE ID RELEASE 81%5675482	REGULATION OF NECROPTOTIC CELL DEATH%REACTOME DATABASE ID RELEASE 81%5675482		25	-0.56154436	-1.4649861	0.03787879	0.121653944	1.0	439	tags=24%, list=5%, signal=25%	
IBUPROFEN ACTION PATHWAY%SMPDB%SMP0000086	IBUPROFEN ACTION PATHWAY%SMPDB%SMP0000086		20	-0.58356893	-1.4639748	0.053488374	0.122293204	1.0	1064	tags=35%, list=13%, signal=40%	
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851		92	-0.42942625	-1.4615535	0.012048192	0.124192834	1.0	1410	tags=34%, list=17%, signal=40%	
RESCUE OF STALLED RIBOSOME%GOBP%GO:0072344	RESCUE OF STALLED RIBOSOME%GOBP%GO:0072344		18	-0.59955263	-1.4614067	0.05764967	0.1240241	1.0	2304	tags=56%, list=28%, signal=77%	
POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032729	POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032729		28	-0.54974896	-1.4609902	0.034391534	0.124110445	1.0	1751	tags=46%, list=21%, signal=59%	
COMPLEMENT CASCADE%REACTOME%R-HSA-166658.6	COMPLEMENT CASCADE%REACTOME%R-HSA-166658.6		19	-0.59310615	-1.4581583	0.072115384	0.12646651	1.0	1797	tags=47%, list=22%, signal=61%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		35	-0.5170066	-1.454836	0.042857144	0.12928931	1.0	1395	tags=29%, list=17%, signal=34%	
REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904872	REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904872		16	-0.6239141	-1.4525934	0.0520362	0.13126348	1.0	2076	tags=63%, list=25%, signal=84%	
HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.3	HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.3		111	-0.4219983	-1.452593	0.0114068445	0.1309441	1.0	1430	tags=38%, list=17%, signal=45%	
MTORC1-MEDIATED SIGNALLING%REACTOME%R-HSA-166208.5	MTORC1-MEDIATED SIGNALLING%REACTOME%R-HSA-166208.5		22	-0.5801616	-1.4524462	0.047146402	0.13080177	1.0	2255	tags=50%, list=28%, signal=69%	
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS		22	-0.5601455	-1.4519241	0.049479168	0.13106464	1.0	2679	tags=55%, list=33%, signal=81%	
REGULATION OF COMPLEMENT CASCADE%REACTOME%R-HSA-977606.7	REGULATION OF COMPLEMENT CASCADE%REACTOME%R-HSA-977606.7		16	-0.62054604	-1.4511803	0.051643193	0.13141891	1.0	241	tags=25%, list=3%, signal=26%	
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.4	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.4		15	-0.6248904	-1.4504933	0.063043475	0.13179016	1.0	1807	tags=47%, list=22%, signal=60%	
NCRNA CATABOLIC PROCESS%GOBP%GO:0034661	NCRNA CATABOLIC PROCESS%GOBP%GO:0034661		27	-0.54757637	-1.4497137	0.040816326	0.13224941	1.0	1704	tags=33%, list=21%, signal=42%	
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.6	RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.6		34	-0.5350445	-1.4457964	0.05801105	0.13570589	1.0	849	tags=29%, list=10%, signal=33%	
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 81%5693532	DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 81%5693532		88	-0.43233532	-1.4457517	0.015503876	0.13542789	1.0	2451	tags=44%, list=30%, signal=63%	
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME DATABASE ID RELEASE 81%159236	TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME DATABASE ID RELEASE 81%159236		61	-0.4534481	-1.4451077	0.015822785	0.1357357	1.0	1831	tags=38%, list=22%, signal=48%	
SELENIUM METABOLISM AND SELENOPROTEINS%WIKIPATHWAYS_20240310%WP28%HOMO SAPIENS	SELENIUM METABOLISM AND SELENOPROTEINS%WIKIPATHWAYS_20240310%WP28%HOMO SAPIENS		26	-0.549018	-1.443723	0.053435113	0.13672407	1.0	789	tags=15%, list=10%, signal=17%	
RESOLUTION OF D-LOOP STRUCTURES%REACTOME DATABASE ID RELEASE 81%5693537	RESOLUTION OF D-LOOP STRUCTURES%REACTOME DATABASE ID RELEASE 81%5693537		18	-0.60115284	-1.4432031	0.055944055	0.1368757	1.0	2502	tags=50%, list=31%, signal=72%	
DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION%REACTOME%R-HSA-9704331.4	DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION%REACTOME%R-HSA-9704331.4		15	-0.62494075	-1.4424331	0.06728538	0.13735895	1.0	2502	tags=53%, list=31%, signal=77%	
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME DATABASE ID RELEASE 81%5693554	RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME DATABASE ID RELEASE 81%5693554		15	-0.62494075	-1.4414625	0.07568807	0.13796845	1.0	2502	tags=53%, list=31%, signal=77%	
GENERAL TRANSCRIPTION REGULATION%PANTHER PATHWAY%P00023	GENERAL TRANSCRIPTION REGULATION%PANTHER PATHWAY%P00023		20	-0.5736414	-1.439494	0.05637255	0.13980533	1.0	2574	tags=60%, list=31%, signal=87%	
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69202	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69202		65	-0.4544022	-1.4390061	0.028301887	0.13994406	1.0	1422	tags=42%, list=17%, signal=50%	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 81%176187	ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 81%176187		23	-0.5576067	-1.4375589	0.06553398	0.1411104	1.0	2211	tags=52%, list=27%, signal=71%	
TRNA AMINOACYLATION%REACTOME DATABASE ID RELEASE 81%379724	TRNA AMINOACYLATION%REACTOME DATABASE ID RELEASE 81%379724		15	-0.6074108	-1.437171	0.0724299	0.14117458	1.0	3047	tags=87%, list=37%, signal=138%	
PROTEASOME DEGRADATION%WIKIPATHWAYS_20240310%WP183%HOMO SAPIENS	PROTEASOME DEGRADATION%WIKIPATHWAYS_20240310%WP183%HOMO SAPIENS		35	-0.51863885	-1.4368058	0.036111113	0.14121816	1.0	1422	tags=34%, list=17%, signal=41%	
SUMOYLATION OF SUMOYLATION PROTEINS%REACTOME DATABASE ID RELEASE 81%4085377	SUMOYLATION OF SUMOYLATION PROTEINS%REACTOME DATABASE ID RELEASE 81%4085377		28	-0.52283514	-1.4340305	0.048780486	0.14378692	1.0	2746	tags=68%, list=34%, signal=102%	
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0045945	POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0045945		16	-0.6303464	-1.4339942	0.045238096	0.14350672	1.0	1919	tags=38%, list=23%, signal=49%	
IMPAIRED BRCA2 BINDING TO PALB2%REACTOME DATABASE ID RELEASE 81%9709603	IMPAIRED BRCA2 BINDING TO PALB2%REACTOME DATABASE ID RELEASE 81%9709603		15	-0.62494075	-1.4334781	0.06763285	0.14362356	1.0	2502	tags=53%, list=31%, signal=77%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		31	-0.5173713	-1.4324104	0.05172414	0.14449984	1.0	300	tags=19%, list=4%, signal=20%	
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882		60	-0.45849523	-1.4295678	0.02366864	0.14703463	1.0	1106	tags=33%, list=14%, signal=38%	
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 81%9701193	DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 81%9701193		15	-0.62494075	-1.4286407	0.05399061	0.1476828	1.0	2502	tags=53%, list=31%, signal=77%	
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965		35	-0.5007021	-1.4279575	0.055555556	0.14805944	1.0	2467	tags=40%, list=30%, signal=57%	
